epoch total_loss physics_loss bc_u_loss bc_yy_loss interface_value_loss interface_dx_loss interface_dy_loss
1419 1.04061350e-01 1.51851671e-02 1.46599347e-02 7.42161795e-02 3.86613421e-02 2.16798377e+00 3.90480936e-01
1420 9.81784090e-02 1.31730214e-02 1.58041660e-02 6.92011490e-02 4.38630171e-02 2.14113951e+00 3.93615723e-01
1421 1.03992350e-01 1.28807370e-02 1.53701110e-02 7.57414401e-02 3.83195728e-02 2.15490198e+00 3.91858488e-01
1422 1.02633812e-01 1.40444087e-02 1.56787634e-02 7.29105771e-02 3.92516553e-02 2.13273358e+00 3.92156333e-01
1423 1.08505435e-01 1.60478037e-02 1.55554116e-02 7.69021437e-02 4.11379039e-02 2.15834022e+00 3.93432260e-01
1424 1.06895477e-01 1.34436088e-02 1.52610438e-02 7.81907588e-02 4.09622416e-02 2.14116383e+00 3.88770342e-01
1425 1.04215652e-01 1.49579123e-02 1.58225689e-02 7.34350979e-02 4.61117513e-02 2.15979743e+00 3.89279723e-01
1426 1.02382302e-01 1.33888060e-02 1.51254935e-02 7.38679245e-02 4.67549190e-02 2.13554645e+00 3.85482252e-01
1427 9.73565802e-02 1.31669035e-02 1.51192900e-02 6.90703243e-02 3.91073041e-02 2.15539432e+00 3.87809545e-01
1428 1.01973489e-01 1.39139434e-02 1.53145054e-02 7.27449730e-02 3.90902199e-02 2.14597988e+00 3.87236446e-01
1429 1.01953469e-01 1.43138384e-02 1.54880341e-02 7.21515268e-02 3.79526839e-02 2.16812682e+00 3.82740319e-01
1430 1.03848942e-01 1.18585499e-02 1.55772045e-02 7.64131173e-02 3.90051231e-02 2.15047979e+00 3.85724723e-01
1431 9.93815064e-02 1.39377918e-02 1.56871062e-02 6.97565377e-02 4.20807898e-02 2.16699791e+00 3.90521586e-01
1432 1.05338559e-01 1.43305752e-02 1.55414734e-02 7.54664317e-02 4.27341647e-02 2.11823153e+00 3.90241385e-01
1433 1.01032257e-01 1.29875485e-02 1.50336316e-02 7.30109960e-02 5.21589071e-02 2.17889547e+00 3.89286727e-01
1434 1.00326359e-01 1.36250490e-02 1.51432473e-02 7.15579838e-02 4.63157743e-02 2.16531801e+00 3.91673207e-01
1435 1.01326913e-01 1.39078489e-02 1.52980704e-02 7.21209198e-02 4.35670763e-02 2.16014409e+00 3.85633767e-01
1436 1.03015713e-01 1.47096645e-02 1.46134095e-02 7.36925751e-02 4.05544117e-02 2.17444015e+00 3.81370783e-01
1437 1.07499450e-01 1.58339366e-02 1.59935188e-02 7.56719336e-02 3.21769044e-02 2.12500954e+00 3.80203485e-01
1438 9.91491154e-02 1.34138614e-02 1.49910888e-02 7.07440972e-02 3.82856503e-02 2.15548110e+00 3.75942677e-01
1439 9.89476070e-02 1.44357141e-02 1.47434957e-02 6.97683319e-02 3.81288379e-02 2.13503981e+00 3.85171771e-01
1440 1.04485758e-01 1.55171435e-02 1.51103586e-02 7.38581866e-02 3.89466435e-02 2.15594006e+00 3.85869890e-01
1441 1.09425895e-01 1.36553515e-02 1.56299174e-02 8.01405609e-02 3.78542021e-02 2.16090608e+00 3.80914211e-01
1442 9.73936319e-02 1.36987017e-02 1.50750373e-02 6.86198249e-02 3.86186354e-02 2.14176655e+00 3.85126561e-01
1443 1.02650501e-01 1.35938060e-02 1.47847841e-02 7.42718354e-02 4.42318991e-02 2.19989991e+00 3.78701895e-01
1444 1.02202661e-01 1.41205415e-02 1.45958783e-02 7.34861791e-02 3.49608101e-02 2.13831615e+00 3.83974046e-01
1445 1.02989927e-01 1.52033148e-02 1.47217317e-02 7.30648115e-02 3.99372205e-02 2.15122318e+00 3.84116799e-01
1446 1.03174470e-01 1.35206748e-02 1.50701236e-02 7.45835975e-02 4.22656909e-02 2.15986967e+00 3.80567074e-01
1447 9.96549875e-02 1.35914991e-02 1.50495768e-02 7.10138381e-02 4.28872183e-02 2.16583514e+00 3.86141270e-01
1448 1.00828424e-01 1.27469245e-02 1.46755120e-02 7.34059215e-02 3.77553031e-02 2.16264296e+00 3.79824847e-01
1449 9.83153954e-02 1.41622517e-02 1.48934033e-02 6.92596734e-02 4.00295109e-02 2.16385627e+00 3.79740238e-01
1450 9.79131684e-02 1.37430429e-02 1.50440065e-02 6.91260472e-02 3.97391841e-02 2.16721869e+00 3.82182479e-01
1451 9.93540585e-02 1.23276189e-02 1.47646200e-02 7.22617507e-02 3.68988328e-02 2.15458846e+00 3.78994256e-01
1452 9.69732255e-02 1.36727532e-02 1.42576033e-02 6.90427944e-02 4.26936224e-02 2.15135002e+00 3.97354066e-01
1453 1.01282522e-01 1.38146747e-02 1.48121342e-02 7.26556480e-02 3.87328863e-02 2.17165899e+00 3.78769577e-01
1454 1.01333976e-01 1.37949595e-02 1.48655837e-02 7.26733580e-02 4.14418727e-02 2.18360686e+00 3.78307760e-01
1455 1.06587820e-01 1.46662174e-02 1.55256828e-02 7.63958469e-02 4.10880223e-02 2.16559601e+00 3.80436182e-01
1456 1.03201941e-01 1.34490049e-02 1.48859443e-02 7.48669207e-02 4.47273515e-02 2.18636322e+00 3.74117255e-01
1457 9.92345065e-02 1.43352821e-02 1.51329627e-02 6.97661862e-02 4.22049835e-02 2.18835640e+00 3.76730263e-01
1458 9.95277911e-02 1.49393976e-02 1.47700608e-02 6.98182583e-02 4.26635444e-02 2.16152310e+00 3.80230486e-01
1459 9.47961286e-02 1.27834436e-02 1.47706354e-02 6.72419816e-02 3.43362018e-02 2.16365123e+00 3.76699090e-01
1460 9.62326601e-02 1.23664793e-02 1.42845334e-02 6.95815757e-02 3.81779596e-02 2.16814899e+00 3.75086159e-01
1461 9.64785665e-02 1.19584631e-02 1.45385545e-02 6.99814707e-02 4.37456816e-02 2.18932843e+00 3.79477382e-01
1462 1.03195779e-01 1.47823524e-02 1.36378715e-02 7.47754946e-02 3.71591114e-02 2.16358972e+00 3.70266318e-01
1463 9.99832973e-02 1.24599561e-02 1.39547307e-02 7.35685378e-02 4.37448174e-02 2.17413330e+00 3.88410509e-01
1464 9.87925977e-02 1.26609048e-02 1.47264032e-02 7.14052171e-02 4.49326560e-02 2.16693044e+00 3.78410310e-01
1465 1.00152276e-01 1.14124147e-02 1.42224133e-02 7.45173767e-02 3.83885056e-02 2.15833783e+00 3.74877959e-01
1466 9.64884833e-02 1.38514107e-02 1.36503577e-02 6.89866543e-02 3.80766504e-02 2.18809462e+00 3.69184881e-01
1467 9.69806761e-02 1.39312185e-02 1.41944885e-02 6.88548908e-02 4.22952250e-02 2.16549683e+00 3.75811279e-01
1468 9.78742242e-02 1.34132253e-02 1.40532721e-02 7.04076588e-02 3.77766006e-02 2.17481232e+00 3.72609466e-01
1469 9.66063216e-02 1.34544140e-02 1.42538063e-02 6.88980371e-02 3.98243330e-02 2.16194987e+00 3.86026055e-01
1470 1.01293005e-01 1.42691312e-02 1.40877673e-02 7.29360431e-02 3.85283828e-02 2.16807199e+00 3.75407338e-01
1471 9.69628170e-02 1.32171400e-02 1.41554996e-02 6.95901066e-02 3.63697410e-02 2.16927838e+00 3.75175506e-01
1472 1.01238258e-01 1.30648091e-02 1.46947969e-02 7.34785944e-02 3.97281386e-02 2.18744969e+00 3.63869011e-01
1473 1.03652328e-01 1.21705709e-02 1.43492026e-02 7.71324858e-02 3.48532051e-02 2.14378834e+00 3.73752862e-01
1474 9.51288193e-02 1.33559164e-02 1.40222535e-02 6.77505881e-02 3.49087827e-02 2.15496802e+00 3.68627518e-01
1475 9.57003236e-02 1.22252274e-02 1.41182058e-02 6.93568215e-02 3.64569500e-02 2.13244152e+00 3.76025349e-01
1476 1.05619587e-01 1.53677659e-02 1.36226406e-02 7.66291022e-02 4.97781597e-02 2.21124792e+00 3.73925000e-01
1477 9.89055112e-02 1.16287200e-02 1.45935202e-02 7.26832226e-02 3.24770324e-02 2.14526749e+00 3.71748358e-01
1478 1.01447664e-01 1.30754709e-02 1.44958496e-02 7.38762915e-02 3.26498635e-02 2.13957977e+00 3.69570583e-01
1479 9.54458117e-02 1.20632602e-02 1.37573611e-02 6.96251243e-02 3.93538699e-02 2.17878914e+00 3.76891613e-01
1480 9.48890895e-02 1.22316014e-02 1.42078986e-02 6.84495196e-02 4.33304384e-02 2.18802142e+00 3.74389559e-01
1481 9.61565003e-02 1.31286830e-02 1.37518533e-02 6.92759007e-02 4.11758982e-02 2.16673064e+00 3.71490926e-01
1482 1.01498082e-01 1.38617493e-02 1.38580687e-02 7.37781972e-02 3.38310003e-02 2.11489177e+00 3.72614145e-01
1483 9.99363437e-02 1.42660625e-02 1.40014384e-02 7.16687813e-02 3.66069525e-02 2.18938112e+00 3.72080147e-01
1484 9.69004035e-02 1.24345683e-02 1.43316537e-02 7.01341256e-02 3.64393592e-02 2.17054939e+00 3.66521388e-01
1485 9.28426683e-02 1.25129120e-02 1.34691624e-02 6.68605268e-02 3.47365439e-02 2.17259097e+00 3.73365998e-01
1486 1.01632081e-01 1.25924125e-02 1.39084356e-02 7.51311630e-02 3.67304608e-02 2.14704633e+00 3.75916898e-01
1487 9.79946703e-02 1.23636639e-02 1.33789238e-02 7.22520277e-02 3.47491913e-02 2.14791203e+00 3.68954748e-01
1488 1.01572357e-01 1.29620526e-02 1.35996481e-02 7.50105977e-02 4.01103869e-02 2.17752337e+00 3.68335336e-01
1489 9.17103142e-02 1.20802596e-02 1.32053653e-02 6.64246231e-02 3.93795744e-02 2.15811086e+00 3.74090642e-01
1490 9.76558328e-02 1.24664232e-02 1.37333516e-02 7.14560002e-02 3.55504379e-02 2.15017891e+00 3.68312567e-01
1491 9.93420929e-02 1.30110933e-02 1.31229656e-02 7.32079744e-02 3.63690034e-02 2.16276908e+00 3.67750436e-01
1492 9.93479118e-02 1.27378004e-02 1.38954679e-02 7.27145746e-02 3.96577567e-02 2.14512682e+00 3.81126106e-01
1493 9.39780995e-02 1.23702632e-02 1.40700852e-02 6.75376877e-02 4.47070524e-02 2.17851806e+00 3.70383233e-01
1494 9.55380052e-02 1.26507301e-02 1.39858220e-02 6.89013973e-02 3.86480540e-02 2.17660427e+00 3.61260623e-01
1495 9.43478569e-02 1.33206770e-02 1.38256447e-02 6.72014654e-02 4.35914397e-02 2.17285728e+00 3.70953888e-01
1496 9.48914811e-02 1.23644974e-02 1.41842337e-02 6.83426932e-02 3.09338942e-02 2.17025018e+00 3.56200963e-01
1497 9.89785716e-02 1.32746650e-02 1.41475676e-02 7.15562850e-02 3.08874473e-02 2.14618993e+00 3.63951951e-01
1498 9.00946558e-02 1.17118368e-02 1.39843635e-02 6.43983930e-02 4.02991623e-02 2.16796112e+00 3.66719842e-01
1499 9.01620910e-02 1.24785388e-02 1.41531592e-02 6.35303333e-02 3.59241739e-02 2.16100621e+00 3.61098051e-01
1500 9.69647393e-02 1.33745633e-02 1.32555747e-02 7.03345388e-02 4.26271707e-02 2.20278120e+00 3.61696780e-01
1501 9.68067423e-02 1.30371256e-02 1.34694455e-02 7.03001022e-02 4.13585380e-02 2.19011903e+00 3.60448599e-01
1502 9.69505012e-02 1.30710769e-02 1.35503029e-02 7.03290701e-02 3.33524346e-02 2.16728210e+00 3.62768710e-01
1503 9.70776677e-02 1.31182633e-02 1.34780258e-02 7.04813078e-02 4.50954698e-02 2.19323826e+00 3.77854794e-01
1504 9.69848782e-02 1.35237034e-02 1.31723648e-02 7.02887550e-02 3.50787602e-02 2.16566062e+00 3.60519707e-01
1505 9.39490050e-02 1.32399714e-02 1.29948221e-02 6.77141473e-02 3.60731259e-02 2.17138290e+00 3.62226635e-01
1506 9.29692239e-02 1.33848079e-02 1.37518775e-02 6.58324808e-02 3.91479433e-02 2.20189953e+00 3.57789576e-01
1507 9.49231982e-02 1.16997231e-02 1.31121986e-02 7.01112151e-02 3.79466191e-02 2.17097831e+00 3.56036365e-01
1508 9.89467874e-02 1.23500898e-02 1.29473219e-02 7.36493170e-02 3.82946096e-02 2.19653869e+00 3.61437619e-01
1509 9.17579532e-02 1.34192221e-02 1.27021680e-02 6.56365082e-02 3.72965485e-02 2.17781758e+00 3.59077334e-01
1510 9.94496569e-02 1.31562753e-02 1.33762266e-02 7.29170963e-02 3.80582549e-02 2.17908120e+00 3.56266916e-01
1511 9.59794596e-02 1.15936138e-02 1.35678519e-02 7.08179250e-02 4.28972915e-02 2.18295288e+00 3.61099362e-01
1512 9.82877836e-02 1.25510581e-02 1.30570717e-02 7.26795867e-02 4.21445072e-02 2.20054650e+00 3.57982099e-01
1513 9.45070535e-02 1.28401080e-02 1.31446542e-02 6.85222298e-02 3.85752916e-02 2.18323255e+00 3.67186785e-01
1514 9.25046057e-02 1.21932356e-02 1.33092701e-02 6.70020357e-02 3.94826494e-02 2.18351555e+00 3.55605811e-01
1515 9.72105786e-02 1.14349741e-02 1.27164088e-02 7.30591342e-02 3.74209620e-02 2.18717647e+00 3.57287765e-01
1516 1.00281030e-01 1.26958685e-02 1.30253276e-02 7.45597705e-02 3.78532596e-02 2.15752125e+00 3.56298447e-01
1517 9.37289000e-02 1.25098303e-02 1.25801060e-02 6.86389059e-02 3.50627452e-02 2.17827773e+00 3.58147144e-01
1518 9.84146819e-02 1.22955386e-02 1.30696604e-02 7.30494261e-02 3.03213131e-02 2.15672565e+00 3.53907347e-01
1519 9.34552625e-02 1.15521755e-02 1.30295614e-02 6.88734576e-02 4.11861911e-02 2.17659068e+00 3.65457475e-01
1520 9.35937539e-02 1.23082586e-02 1.30628608e-02 6.82225823e-02 3.34807709e-02 2.18497968e+00 3.50149900e-01
1521 9.46351588e-02 1.14624193e-02 1.28119299e-02 7.03607574e-02 2.89607309e-02 2.15526676e+00 3.49748522e-01
1522 9.71733257e-02 1.36931324e-02 1.29093742e-02 7.05707595e-02 3.98561731e-02 2.16567683e+00 3.66409361e-01
1523 9.79251787e-02 1.11523252e-02 1.37218032e-02 7.30509833e-02 4.72201109e-02 2.20336437e+00 3.69578540e-01
1524 9.80089754e-02 1.21574886e-02 1.29023399e-02 7.29490817e-02 4.36388813e-02 2.18613291e+00 3.61630827e-01
1525 9.04960632e-02 1.19213788e-02 1.30708124e-02 6.55038133e-02 3.71008813e-02 2.16763306e+00 3.64788353e-01
1526 9.49460119e-02 1.16114309e-02 1.27851842e-02 7.05493391e-02 3.98196429e-02 2.19011497e+00 3.57766747e-01
1527 9.39174145e-02 1.12690162e-02 1.29866609e-02 6.96616769e-02 3.60785201e-02 2.18860865e+00 3.55656207e-01
1528 9.53354388e-02 1.13215931e-02 1.28384233e-02 7.11753592e-02 3.53882760e-02 2.18095112e+00 3.53389978e-01
1529 9.15421695e-02 1.25405239e-02 1.30523359e-02 6.59492463e-02 3.50066312e-02 2.16685677e+00 3.65193427e-01
1530 9.67154205e-02 1.02091292e-02 1.29554784e-02 7.35507533e-02 3.72143835e-02 2.17025256e+00 3.57929051e-01
1531 9.29152742e-02 1.18397167e-02 1.26332315e-02 6.84422776e-02 3.17134783e-02 2.14950538e+00 3.63060385e-01
1532 9.93648693e-02 1.27632525e-02 1.26949977e-02 7.39065483e-02 4.42181602e-02 2.20918441e+00 3.57206762e-01
1533 9.24378335e-02 1.20628811e-02 1.24413390e-02 6.79335445e-02 4.11518663e-02 2.20892715e+00 3.59931350e-01
1534 9.42716971e-02 1.20800007e-02 1.22338952e-02 6.99577406e-02 3.42390500e-02 2.17183113e+00 3.57765019e-01
1535 9.27608013e-02 1.17396032e-02 1.25069134e-02 6.85142279e-02 3.84251401e-02 2.18297148e+00 3.61381471e-01
1536 9.30194110e-02 1.28729120e-02 1.24275954e-02 6.77188411e-02 3.35358754e-02 2.18317842e+00 3.48296434e-01
1537 9.70385522e-02 1.11047067e-02 1.29908314e-02 7.29429498e-02 3.81701961e-02 2.15880060e+00 3.59833390e-01
1538 9.58661363e-02 1.32768573e-02 1.23844417e-02 7.02047721e-02 4.19257991e-02 2.20900345e+00 3.50531161e-01
1539 9.88060087e-02 1.16579877e-02 1.32256858e-02 7.39222765e-02 4.06285189e-02 2.17762136e+00 3.56999815e-01
1540 9.32519585e-02 1.30823534e-02 1.25853661e-02 6.75841793e-02 3.37650478e-02 2.20261669e+00 3.44089776e-01
1541 9.47184116e-02 1.10052116e-02 1.26865068e-02 7.10266382e-02 4.08375412e-02 2.19912100e+00 3.57574433e-01
1542 9.42655131e-02 1.12358648e-02 1.21185854e-02 7.09110126e-02 3.26183587e-02 2.15768600e+00 3.54898691e-01
1543 9.35779139e-02 1.16992686e-02 1.26084760e-02 6.92701191e-02 2.69584339e-02 2.17762041e+00 3.43904078e-01
1544 8.92017335e-02 1.15959486e-02 1.21884802e-02 6.54172525e-02 2.96853650e-02 2.15290904e+00 3.52390379e-01
1545 9.77068618e-02 1.19477855e-02 1.21795898e-02 7.35794306e-02 3.21918800e-02 2.16315269e+00 3.59796762e-01
1546 9.29387584e-02 1.15617123e-02 1.28770052e-02 6.84999824e-02 3.99342179e-02 2.21074390e+00 3.43222857e-01
1547 9.08333808e-02 1.33544803e-02 1.20610911e-02 6.54177517e-02 3.88130173e-02 2.17815065e+00 3.56387645e-01
1548 9.71100703e-02 1.10048298e-02 1.23086050e-02 7.37965778e-02 3.58889103e-02 2.18264580e+00 3.54308724e-01
1549 9.32753086e-02 1.18813114e-02 1.24543356e-02 6.89396039e-02 4.04125005e-02 2.21496677e+00 3.56746942e-01
1550 9.28056836e-02 1.21859908e-02 1.22327879e-02 6.83868453e-02 3.72278430e-02 2.16840649e+00 3.53381276e-01
1551 8.99113044e-02 1.20861297e-02 1.25621250e-02 6.52629957e-02 3.17181163e-02 2.19301605e+00 3.40928674e-01
1552 9.68607143e-02 1.24217430e-02 1.24454871e-02 7.19934255e-02 3.39121148e-02 2.16592216e+00 3.55794519e-01
1553 9.36676264e-02 1.09288581e-02 1.24331629e-02 7.03055412e-02 3.74158360e-02 2.19153357e+00 3.46838564e-01
1554 9.36039388e-02 1.18331062e-02 1.29705081e-02 6.88002706e-02 3.08008324e-02 2.18156123e+00 3.47774982e-01
1555 9.62408856e-02 1.14109414e-02 1.24499276e-02 7.23799616e-02 3.17996144e-02 2.17103577e+00 3.46023202e-01
1556 9.23584104e-02 1.10072838e-02 1.22733004e-02 6.90777674e-02 3.91626731e-02 2.19143462e+00 3.48876566e-01
1557 9.26074088e-02 1.05163231e-02 1.22660538e-02 6.98249713e-02 3.39608900e-02 2.19991446e+00 3.47284585e-01
1558 9.11778435e-02 1.13506857e-02 1.20965578e-02 6.77305460e-02 3.32048051e-02 2.17575622e+00 3.50879490e-01
1559 9.18648690e-02 1.10279294e-02 1.21238539e-02 6.87130243e-02 3.39203179e-02 2.17711902e+00 3.54007006e-01
1560 9.43764150e-02 1.16256885e-02 1.20553207e-02 7.06953481e-02 3.72071341e-02 2.16615939e+00 3.63044322e-01
1561 9.31173488e-02 1.12833753e-02 1.24777984e-02 6.93561211e-02 3.31201628e-02 2.16406107e+00 3.55890185e-01
1562 9.21447277e-02 1.21351499e-02 1.24327149e-02 6.75768033e-02 3.41988876e-02 2.17885590e+00 3.49083096e-01
1563 8.88196379e-02 1.09921359e-02 1.19398199e-02 6.58876300e-02 3.19204926e-02 2.17596436e+00 3.44835490e-01
1564 9.43525061e-02 1.25314463e-02 1.15463678e-02 7.02746361e-02 3.20295691e-02 2.16447210e+00 3.53536576e-01
1565 9.20402557e-02 1.17154354e-02 1.20263528e-02 6.82984143e-02 2.69634426e-02 2.15505624e+00 3.48913550e-01
1566 9.51257795e-02 1.17351236e-02 1.20372409e-02 7.13533536e-02 3.67023796e-02 2.17855191e+00 3.47570121e-01
1567 9.66236591e-02 1.15727959e-02 1.18359998e-02 7.32148066e-02 3.55613604e-02 2.18119431e+00 3.58586848e-01
1568 8.77263919e-02 1.09774023e-02 1.20820850e-02 6.46668449e-02 3.50109115e-02 2.20224190e+00 3.39327425e-01
1569 9.40190554e-02 1.20891416e-02 1.18899671e-02 7.00398833e-02 3.52820456e-02 2.19075680e+00 3.47903997e-01
1570 9.13254917e-02 1.11110685e-02 1.17925955e-02 6.84217736e-02 3.17448638e-02 2.16673779e+00 3.52882385e-01
1571 9.47300270e-02 1.08175511e-02 1.17094787e-02 7.22029284e-02 4.11535874e-02 2.20199895e+00 3.52536172e-01
1572 9.08156261e-02 1.26597397e-02 1.18425516e-02 6.63132742e-02 3.55996005e-02 2.18649101e+00 3.40291172e-01
1573 8.99328962e-02 1.09602269e-02 1.16879893e-02 6.72846287e-02 3.11090052e-02 2.16800046e+00 3.48354995e-01
1574 9.67229009e-02 1.22061502e-02 1.18482979e-02 7.26683959e-02 4.03589942e-02 2.19564748e+00 3.53342295e-01
1575 8.78182575e-02 1.06069464e-02 1.20153269e-02 6.51959255e-02 3.62832695e-02 2.16726303e+00 3.53101313e-01
1576 9.28251147e-02 1.23658124e-02 1.19141815e-02 6.85450658e-02 3.58418748e-02 2.18201303e+00 3.42866242e-01
1577 9.14586261e-02 1.24960821e-02 1.20229675e-02 6.69395104e-02 4.14773487e-02 2.19003725e+00 3.58039260e-01
1578 8.84294063e-02 1.08179692e-02 1.14679523e-02 6.61434233e-02 3.88403684e-02 2.18164086e+00 3.54768693e-01
1579 8.82057697e-02 1.20123690e-02 1.16661880e-02 6.45271540e-02 3.61544117e-02 2.16613650e+00 3.52195889e-01
1580 9.02714059e-02 1.19796041e-02 1.14323348e-02 6.68594092e-02 4.01517712e-02 2.20725632e+00 3.41759533e-01
1581 9.18531641e-02 1.09731173e-02 1.15475059e-02 6.93324730e-02 4.17952389e-02 2.18866062e+00 3.62715989e-01
1582 8.99792463e-02 1.20015685e-02 1.18402652e-02 6.61373511e-02 3.73646542e-02 2.20359874e+00 3.39067131e-01
1583 8.66050869e-02 1.04996841e-02 1.16437096e-02 6.44616336e-02 3.47056389e-02 2.16364551e+00 3.51439089e-01
1584 9.20303240e-02 1.11854449e-02 1.18505117e-02 6.89943135e-02 2.98439898e-02 2.17489433e+00 3.41559440e-01
1585 9.09430981e-02 1.09229470e-02 1.21576609e-02 6.78624287e-02 3.96849550e-02 2.18312263e+00 3.49121302e-01
1586 8.74621794e-02 1.23427873e-02 1.15769533e-02 6.35423809e-02 3.73901352e-02 2.17805099e+00 3.47736418e-01
1587 9.32530388e-02 1.19548645e-02 1.12144100e-02 7.00837150e-02 3.00037749e-02 2.15634251e+00 3.33666593e-01
1588 9.05657038e-02 1.12776561e-02 1.20561961e-02 6.72317967e-02 3.18446010e-02 2.17180395e+00 3.36690247e-01
1589 9.44437236e-02 1.14313792e-02 1.20053953e-02 7.10068867e-02 3.83894518e-02 2.16933846e+00 3.46086055e-01
1590 8.92452151e-02 1.10999281e-02 1.18040256e-02 6.63412139e-02 2.53137872e-02 2.15464520e+00 3.36806834e-01
1591 9.19460282e-02 1.14779919e-02 1.18750874e-02 6.85928911e-02 3.80622149e-02 2.19390154e+00 3.48768085e-01
1592 8.92288312e-02 1.11472821e-02 1.11830151e-02 6.68984726e-02 3.40267941e-02 2.17276573e+00 3.39192420e-01
1593 9.44295600e-02 1.14510544e-02 1.21444575e-02 7.08339885e-02 3.72996479e-02 2.20052338e+00 3.41789752e-01
1594 9.29951072e-02 1.22372890e-02 1.16399908e-02 6.91177621e-02 4.13734876e-02 2.20695615e+00 3.41841936e-01
1595 9.05234516e-02 1.17506599e-02 1.17967827e-02 6.69759512e-02 4.01583761e-02 2.19042492e+00 3.47925246e-01
1596 9.02224630e-02 1.22430846e-02 1.09326094e-02 6.70467168e-02 2.99694873e-02 2.15635300e+00 3.43233854e-01
1597 8.42435136e-02 1.11536235e-02 1.14515061e-02 6.16383329e-02 3.23764905e-02 2.17756653e+00 3.32817346e-01
1598 8.92125368e-02 1.03521096e-02 1.10823922e-02 6.77779689e-02 4.81511801e-02 2.21357059e+00 3.49174857e-01
1599 8.63458142e-02 1.04489680e-02 1.11928890e-02 6.47038966e-02 3.38819847e-02 2.16891050e+00 3.44711125e-01
1600 9.46691632e-02 1.07330829e-02 1.12842014e-02 7.26518258e-02 2.75058821e-02 2.17786741e+00 3.34639639e-01
1601 9.16171893e-02 1.21839065e-02 1.13615384e-02 6.80716857e-02 3.98851745e-02 2.20944428e+00 3.45585614e-01
1602 9.05750245e-02 1.11284237e-02 1.10224308e-02 6.84241131e-02 3.82862128e-02 2.20252180e+00 3.42997134e-01
1603 8.97014514e-02 1.10873207e-02 1.11430800e-02 6.74709976e-02 3.16266827e-02 2.16807890e+00 3.52599740e-01
1604 8.96539986e-02 1.14206858e-02 1.14992689e-02 6.67339861e-02 3.57495099e-02 2.18288064e+00 3.57196331e-01
1605 8.85402709e-02 1.02183055e-02 1.17737027e-02 6.65482059e-02 3.51051092e-02 2.17212486e+00 3.41552883e-01
1606 9.20473635e-02 1.10298954e-02 1.10949781e-02 6.99224323e-02 3.74058783e-02 2.18085027e+00 3.50455821e-01
1607 8.34094584e-02 1.09531702e-02 1.09900758e-02 6.14661537e-02 3.85319367e-02 2.19903946e+00 3.50168526e-01
1608 9.31046307e-02 1.06287906e-02 1.15951588e-02 7.08806291e-02 2.85412781e-02 2.17969084e+00 3.42272699e-01
1609 8.79862458e-02 1.16145816e-02 1.09317945e-02 6.54398128e-02 3.71724404e-02 2.20560956e+00 3.43429089e-01
1610 8.80346745e-02 9.99749731e-03 1.15818735e-02 6.64552525e-02 3.09208259e-02 2.17255545e+00 3.31970304e-01
1611 8.93087462e-02 1.01080267e-02 1.12693291e-02 6.79313242e-02 4.15856764e-02 2.21104598e+00 3.38219047e-01
1612 8.61566439e-02 9.97388177e-03 1.13322940e-02 6.48504123e-02 2.86953337e-02 2.16020322e+00 3.46292973e-01
1613 8.55860710e-02 9.69546661e-03 1.07860062e-02 6.51045293e-02 4.12922427e-02 2.21579933e+00 3.32407266e-01
1614 8.63326266e-02 1.00496383e-02 1.07237147e-02 6.55592158e-02 3.46147157e-02 2.17252088e+00 3.42166841e-01
1615 8.92466232e-02 1.17550632e-02 1.13181714e-02 6.61733299e-02 3.42323110e-02 2.18826628e+00 3.39754760e-01
1616 8.58393088e-02 9.80941579e-03 1.09756691e-02 6.50541633e-02 3.93820256e-02 2.21137571e+00 3.44816804e-01
1617 8.36882591e-02 1.08571891e-02 1.05027528e-02 6.23282529e-02 3.92935351e-02 2.21486187e+00 3.33569348e-01
1618 9.13125575e-02 1.04248635e-02 1.09088477e-02 6.99787885e-02 3.66394818e-02 2.18917370e+00 3.41281176e-01
1619 8.99500772e-02 1.06125353e-02 1.12636052e-02 6.80738762e-02 3.55529301e-02 2.18940401e+00 3.28906655e-01
1620 8.79530385e-02 1.08068073e-02 1.07937986e-02 6.63523823e-02 3.09617724e-02 2.19110250e+00 3.28244299e-01
1621 8.64566192e-02 1.08637596e-02 1.08510358e-02 6.47417530e-02 4.10030484e-02 2.17900968e+00 3.48439276e-01
1622 8.49680901e-02 1.02526331e-02 1.02459015e-02 6.44694939e-02 3.51993702e-02 2.19584346e+00 3.34360212e-01
1623 9.15156677e-02 1.03667770e-02 1.08014513e-02 7.03473836e-02 3.25411558e-02 2.16014743e+00 3.50198716e-01
1624 8.55834484e-02 1.02130640e-02 1.07062776e-02 6.46640435e-02 3.99211049e-02 2.16320395e+00 3.48662555e-01
1625 9.23905149e-02 1.08446339e-02 1.11621981e-02 7.03836307e-02 3.26999649e-02 2.15673780e+00 3.54447842e-01
1626 8.99579749e-02 1.15662012e-02 1.11498628e-02 6.72418401e-02 4.37421799e-02 2.20360112e+00 3.33957791e-01
1627 9.09676775e-02 1.14317806e-02 1.10473316e-02 6.84885085e-02 3.04357689e-02 2.15564132e+00 3.35233927e-01
1628 8.30743387e-02 1.10647017e-02 1.05987471e-02 6.14108369e-02 2.67274790e-02 2.15875053e+00 3.27209651e-01
1629 9.34783295e-02 1.09494161e-02 1.06381141e-02 7.18907416e-02 3.66618335e-02 2.17910337e+00 3.35096449e-01
