epoch total_loss L_interior L_down_yy L_up_yy L_down L_up L_left L_right
1.542000000000e+03 9.225218673237e-05 3.742766784853e-05 3.482658576104e-05 2.031513531620e-06 1.003998204396e-05 2.418757048872e-06 1.187418206428e-06 4.320256266510e-06
1.543000000000e+03 7.616781658726e-05 3.135798397125e-05 3.366031523910e-05 2.052840955002e-06 5.141858309798e-06 1.001379359877e-06 1.548960071318e-08 2.937946646853e-06
1.544000000000e+03 8.843980322126e-05 2.622786996653e-05 3.326075602672e-05 2.043057747869e-06 3.384266619832e-06 7.183412435552e-06 4.118134256714e-06 1.222230548592e-05
1.545000000000e+03 1.252978836419e-04 3.198750346201e-05 3.766617010115e-05 2.063763531623e-06 1.967889511434e-05 1.205571425089e-05 9.540315659251e-06 1.230551151821e-05
1.546000000000e+03 1.533542235848e-04 4.008203177364e-05 3.253625618527e-05 2.007702505580e-06 1.145176429418e-05 1.979360786208e-05 1.228795645147e-05 3.519489109749e-05
1.547000000000e+03 1.660269190324e-04 3.896686030203e-05 3.412803198444e-05 2.077679482682e-06 3.198988997610e-05 1.997825347644e-05 1.449673345633e-05 2.438946285110e-05
1.548000000000e+03 1.589532766957e-04 3.633123560576e-05 3.567435851437e-05 2.022121634582e-06 1.467318179493e-05 2.198572474299e-05 1.755235280143e-05 3.071428727708e-05
1.549000000000e+03 1.389490207657e-04 3.874743197230e-05 3.348768950673e-05 2.176303496526e-06 2.363722705923e-05 1.430696920579e-05 8.241156137956e-06 1.835222974478e-05
1.550000000000e+03 1.178916718345e-04 3.716535866261e-05 3.381933129276e-05 1.992492570935e-06 7.036093848001e-06 1.039038852468e-05 6.712123195030e-06 2.077588578686e-05
1.551000000000e+03 1.083461902454e-04 4.475138484850e-05 3.191099676769e-05 2.216316943304e-06 1.014830195345e-05 6.980632861087e-06 4.805144726561e-06 7.533410098404e-06
1.552000000000e+03 1.005309750326e-04 4.091146183782e-05 3.562825804693e-05 2.007074272115e-06 3.011502940353e-06 3.714239255714e-06 1.218347620124e-06 1.404009162798e-05
1.553000000000e+03 9.180180495605e-05 4.128544969717e-05 3.538710006978e-05 2.025587491516e-06 6.350652711262e-06 1.984110667763e-06 1.500337475591e-06 3.268564341852e-06
1.554000000000e+03 7.851704867790e-05 3.188320988556e-05 3.535843643476e-05 2.045041128440e-06 3.127177023998e-06 1.963325530596e-06 4.767567247654e-07 3.663105871965e-06
1.555000000000e+03 8.028185402509e-05 3.439646388870e-05 3.544077480910e-05 2.053008074654e-06 3.947751793021e-06 1.409263290952e-06 2.072664955222e-07 2.827325943144e-06
1.556000000000e+03 8.144990715664e-05 3.670312435133e-05 3.382610884728e-05 2.000544554903e-06 4.570811142912e-06 9.721720743983e-07 1.277743137962e-07 3.249375367886e-06
1.557000000000e+03 8.283853821922e-05 3.629856655607e-05 3.424301758059e-05 2.003743702517e-06 2.351510602239e-06 1.522345542071e-06 4.123158987568e-07 6.007036517985e-06
1.558000000000e+03 8.321449422510e-05 3.290148742963e-05 3.537558950484e-05 2.022368562393e-06 5.750695436291e-06 2.270833647344e-06 7.882923682700e-07 4.105228981643e-06
1.559000000000e+03 8.505004370818e-05 3.389568882994e-05 3.120000837953e-05 1.975005034183e-06 2.733137080213e-06 4.064151198691e-06 1.843332142926e-06 9.338717973151e-06
1.560000000000e+03 9.197337203659e-05 3.262154132244e-05 3.217954144930e-05 2.010019898080e-06 1.227421580552e-05 3.803677600445e-06 2.773027972580e-06 6.311358447419e-06
1.561000000000e+03 9.544869681122e-05 2.914957440225e-05 3.280792589067e-05 2.060772885670e-06 3.936940174754e-06 9.218530976796e-06 5.272941052681e-06 1.300201529375e-05
1.562000000000e+03 9.629269334255e-05 3.040165938728e-05 3.214074968128e-05 2.028463313763e-06 1.523210448795e-05 5.151937784831e-06 4.795208951691e-06 6.542564733536e-06
1.563000000000e+03 1.049208804034e-04 4.035863457830e-05 3.282654506620e-05 2.012757022385e-06 3.559414835763e-06 6.683438641630e-06 2.547090844018e-06 1.693299782346e-05
1.564000000000e+03 1.030662097037e-04 3.636249675765e-05 3.645167089417e-05 2.165831801904e-06 1.077120850823e-05 5.984697963868e-06 4.282560439606e-06 7.047729468468e-06
1.565000000000e+03 9.873570525087e-05 3.235236727051e-05 3.304793426651e-05 2.060438191620e-06 4.707472271548e-06 8.061740118137e-06 5.057223461336e-06 1.344852717011e-05
1.566000000000e+03 1.056155597325e-04 3.708889198606e-05 3.448006100371e-05 2.063317879220e-06 1.447061640647e-05 5.408703600551e-06 3.242154889449e-06 8.861819878803e-06
1.567000000000e+03 1.062949595507e-04 4.051489304402e-05 3.482846659608e-05 2.075943029922e-06 4.168480245426e-06 7.551118414995e-06 5.122131369717e-06 1.203393094329e-05
1.568000000000e+03 1.066903496394e-04 3.842217120109e-05 3.595900125219e-05 2.137546289305e-06 1.139269807027e-05 6.832033250248e-06 3.151882765451e-06 8.795025678410e-06
1.569000000000e+03 1.040035422193e-04 3.028074206668e-05 3.625837780419e-05 2.078670149785e-06 6.401653990906e-06 7.810396709829e-06 5.149713160790e-06 1.602399061085e-05
1.570000000000e+03 1.004194273264e-04 3.255017873016e-05 3.331517655170e-05 2.005431042562e-06 1.482427978772e-05 5.574956958299e-06 6.157276402519e-06 5.992123078613e-06
1.571000000000e+03 9.253341704607e-05 3.203124651918e-05 3.433697202126e-05 2.075052179862e-06 2.810650585161e-06 6.890507847856e-06 2.227352524642e-06 1.216163582285e-05
1.572000000000e+03 1.075178079191e-04 5.254160714685e-05 3.377905522939e-05 2.106430656568e-06 1.007704304357e-05 2.874705160139e-06 1.942747758221e-06 4.196222107566e-06
1.573000000000e+03 1.013937508105e-04 4.239453483024e-05 3.421611108934e-05 2.011481001318e-06 2.593362296466e-06 5.267721917335e-06 1.674796749285e-06 1.323574815615e-05
1.574000000000e+03 9.574970317772e-05 2.896173828049e-05 3.326325531816e-05 2.163173348890e-06 1.273843554372e-05 6.598016170756e-06 4.448698746273e-06 7.576390999020e-06
1.575000000000e+03 1.067469565896e-04 3.429941352806e-05 3.229430876672e-05 2.068331014016e-06 7.340991032834e-06 8.804930075712e-06 9.167025382339e-06 1.277196133742e-05
1.576000000000e+03 1.029632767313e-04 3.759214450838e-05 3.278800431872e-05 2.122782234437e-06 1.284646896238e-05 6.053817742213e-06 2.611436912048e-06 8.948625691119e-06
1.577000000000e+03 1.038710033754e-04 4.197509770165e-05 3.568516694941e-05 2.075465999951e-06 3.393990937184e-06 5.419874014478e-06 2.967558202727e-06 1.235384206666e-05
1.578000000000e+03 1.008973267744e-04 4.043718945468e-05 3.322056727484e-05 2.206637645941e-06 9.985703400162e-06 4.833155344386e-06 3.156153070449e-06 7.057916718622e-06
1.579000000000e+03 1.012613211060e-04 3.451059092185e-05 3.247157292208e-05 2.026567699431e-06 5.055295332568e-06 8.056614205998e-06 4.153900135861e-06 1.498677465861e-05
1.580000000000e+03 1.021722564474e-04 3.377460961929e-05 3.353319334565e-05 1.998979314521e-06 1.450638501410e-05 5.558802968153e-06 7.177413863246e-06 5.622877324640e-06
1.581000000000e+03 1.033023072523e-04 4.000389162684e-05 3.338752139825e-05 2.117288431691e-06 3.337410817039e-06 7.339876901824e-06 2.103126689690e-06 1.501318638475e-05
1.582000000000e+03 1.005597150652e-04 4.024056033813e-05 3.424863461987e-05 2.076397549899e-06 1.041837094817e-05 4.200088824291e-06 3.092739916610e-06 6.282921276579e-06
1.583000000000e+03 9.295448398916e-05 3.218359415769e-05 3.222745726816e-05 2.078443003484e-06 4.285891918698e-06 6.864904207760e-06 4.087391516805e-06 1.122679805121e-05
1.584000000000e+03 9.173051512334e-05 2.720918200794e-05 3.295426358818e-05 2.144119207514e-06 1.368128050672e-05 5.070450242783e-06 3.429105163377e-06 7.242115316330e-06
1.585000000000e+03 1.042841104208e-04 3.846933759633e-05 3.357465175213e-05 2.094075853165e-06 4.825085852644e-06 7.898040166765e-06 5.012439487473e-06 1.241048266820e-05
1.586000000000e+03 1.002844219329e-04 3.040850424441e-05 3.574322909117e-05 2.158820279874e-06 1.379929381073e-05 5.914518169448e-06 3.882922555931e-06 8.377127414860e-06
1.587000000000e+03 1.083423994714e-04 3.656652916106e-05 3.342891795910e-05 2.090041107294e-06 4.685225121648e-06 9.685072654975e-06 4.953426469001e-06 1.693318881735e-05
1.588000000000e+03 1.014012741507e-04 2.788193341985e-05 3.182524596923e-05 2.160718850064e-06 1.654490552028e-05 7.937235750433e-06 7.301536697923e-06 7.749696123938e-06
1.589000000000e+03 1.031206556945e-04 3.044671393582e-05 3.024836223631e-05 2.062844941975e-06 6.740279332007e-06 9.172334102914e-06 4.907783477393e-06 1.954233266588e-05
1.590000000000e+03 1.164118439192e-04 3.812502836809e-05 3.473016840871e-05 2.201070174124e-06 1.417722705810e-05 9.206224603986e-06 7.035175713099e-06 1.093695118470e-05
1.591000000000e+03 1.386214571539e-04 4.799103044206e-05 3.446460686973e-05 2.011810693148e-06 8.746581443120e-06 1.255691950064e-05 7.691880455241e-06 2.515863343433e-05
1.592000000000e+03 1.690581848379e-04 4.587114744936e-05 3.140977787552e-05 2.131414930773e-06 2.895888064813e-05 2.088676410494e-05 1.200553833769e-05 2.779467467917e-05
1.593000000000e+03 2.221365866717e-04 3.793952055275e-05 3.498195655993e-05 2.151101625714e-06 2.825402589224e-05 3.840035424219e-05 3.030782681890e-05 5.010179665987e-05
1.594000000000e+03 2.880768734030e-04 3.664922041935e-05 3.466700582067e-05 2.166140802728e-06 6.554889841937e-05 4.945438558934e-05 3.763069980778e-05 6.196052709129e-05
1.595000000000e+03 3.894905676134e-04 5.048302045907e-05 4.017344690510e-05 2.184444610975e-06 5.519400656340e-05 7.939339411678e-05 5.097183384351e-05 1.110904122470e-04
1.596000000000e+03 5.162229645066e-04 5.539525955101e-05 4.387519220472e-05 2.236206682937e-06 1.184598950204e-04 9.782762936084e-05 7.972027378855e-05 1.187084999401e-04
1.597000000000e+03 6.802941788919e-04 5.117748150951e-05 3.828754415736e-05 2.146505494238e-06 1.201371196657e-04 1.537511998322e-04 1.020392955979e-04 2.127550396835e-04
1.598000000000e+03 8.602699381299e-04 4.607256050804e-05 3.838593693217e-05 2.247667907795e-06 2.173258399125e-04 1.858926843852e-04 1.480233186157e-04 2.223219344160e-04
1.599000000000e+03 1.058131689206e-03 7.160969107645e-05 4.168700979790e-05 2.336908664802e-06 1.948289427673e-04 2.456862712279e-04 1.774742704583e-04 3.245085536037e-04
1.600000000000e+03 1.287935068831e-03 1.182644627988e-04 5.644135308103e-05 2.690564542718e-06 2.943598956335e-04 2.730217820499e-04 1.940423098858e-04 3.491146781016e-04
1.601000000000e+03 1.546522602439e-03 1.229395711562e-04 5.068406608189e-05 2.346871497139e-06 2.915140357800e-04 3.482683387119e-04 2.407586143818e-04 4.900110070594e-04
1.602000000000e+03 1.773125375621e-03 7.667320460314e-05 5.706500087399e-05 2.756456979114e-06 4.288218333386e-04 4.078596539330e-04 3.064378106501e-04 4.935113247484e-04
1.603000000000e+03 1.904987497255e-03 9.620951459510e-05 5.136155959917e-05 2.532493454055e-06 3.882101736963e-04 4.500127688516e-04 3.355548833497e-04 5.811061128043e-04
1.604000000000e+03 1.911057275720e-03 1.822266349336e-04 6.616500468226e-05 2.873436187656e-06 4.255327803548e-04 4.096780030522e-04 2.861942630261e-04 5.383871030062e-04
1.605000000000e+03 1.718373037875e-03 2.126939652953e-04 6.340080290101e-05 2.626528612382e-06 2.972256042995e-04 3.713719197549e-04 2.588705974631e-04 5.121835856698e-04
1.606000000000e+03 1.275887945667e-03 8.703270577826e-05 5.263932325761e-05 2.426056880722e-06 2.983608283103e-04 2.797581546474e-04 2.036382793449e-04 3.520326572470e-04
1.607000000000e+03 7.656601374038e-04 3.712316174642e-05 3.714433478308e-05 2.317550297448e-06 1.478278136346e-04 1.762820029398e-04 1.384927600157e-04 2.264725480927e-04
1.608000000000e+03 3.094111161772e-04 3.609222767409e-05 4.086434273631e-05 1.999684855036e-06 6.900374864927e-05 5.447257717606e-05 4.029395495309e-05 6.668459536741e-05
1.609000000000e+03 8.990179048851e-05 3.651315273601e-05 3.384245064808e-05 1.939611365742e-06 1.718325393085e-06 4.261722096999e-06 1.318780732618e-06 1.030774819810e-05
1.610000000000e+03 1.311812666245e-04 2.977018084493e-05 3.535966970958e-05 1.889882469186e-06 9.074061381398e-06 1.731669181027e-05 1.109020831791e-05 2.668057823030e-05
1.611000000000e+03 3.515741846059e-04 6.274635961745e-05 3.857224510284e-05 1.912764901135e-06 7.625307625858e-05 5.769757990493e-05 4.191937841824e-05 7.247279427247e-05
1.612000000000e+03 6.250939331949e-04 9.798270912142e-05 4.501955481828e-05 2.410948354736e-06 8.780780626694e-05 1.264426682610e-04 8.416260970989e-05 1.812676637201e-04
1.613000000000e+03 8.136875112541e-04 7.250172347995e-05 4.371457544039e-05 1.991033968807e-06 1.922145311255e-04 1.679045672063e-04 1.169617535197e-04 2.183993201470e-04
1.614000000000e+03 8.420379599556e-04 4.161539982306e-05 3.966153599322e-05 2.384008894296e-06 1.611073384993e-04 1.954278413905e-04 1.503439125372e-04 2.514978696126e-04
1.615000000000e+03 6.828377954662e-04 6.664724060101e-05 3.812543218373e-05 1.908986178023e-06 1.576001523063e-04 1.435762969777e-04 1.078331988538e-04 1.671464851825e-04
1.616000000000e+03 4.353160038590e-04 8.920746768126e-05 4.102804814465e-05 2.162621967727e-06 5.455883729155e-05 7.486888353014e-05 4.751118467539e-05 1.259789569303e-04
1.617000000000e+03 1.918221532833e-04 5.239290476311e-05 3.702638059622e-05 2.004603857131e-06 2.915526602010e-05 2.640067577886e-05 1.580424395797e-05 2.903808490373e-05
1.618000000000e+03 7.865000225138e-05 3.036021735170e-05 3.258425931563e-05 1.852305445027e-06 2.718233645282e-06 2.213963853137e-06 1.926588311107e-06 6.994438535912e-06
1.619000000000e+03 1.153201883426e-04 4.230704871588e-05 3.215141987312e-05 2.003690269703e-06 5.106766820973e-06 8.946577509050e-06 6.533107807627e-06 1.827157575462e-05
1.620000000000e+03 2.307976828888e-04 3.561514677131e-05 3.809458939941e-05 1.860975203272e-06 5.085251177661e-05 3.693075268529e-05 2.548621705500e-05 4.195747897029e-05
1.621000000000e+03 3.409122000448e-04 3.460170773906e-05 3.447406925261e-05 2.103247879859e-06 5.203099863138e-05 6.801486597396e-05 5.074505679659e-05 9.894225513563e-05
1.622000000000e+03 3.953818813898e-04 6.178254261613e-05 3.701435343828e-05 1.850257490332e-06 8.689444075571e-05 7.144123810576e-05 5.335760579328e-05 8.304146467708e-05
1.623000000000e+03 3.732432669494e-04 7.574525807286e-05 4.014873775304e-05 2.166522335756e-06 4.211490158923e-05 6.640815990977e-05 4.137306677876e-05 1.052865918609e-04
1.624000000000e+03 2.824497641996e-04 5.207287540543e-05 3.800474223681e-05 1.944458063008e-06 6.039633444743e-05 4.359658851172e-05 2.938061697932e-05 5.705414150725e-05
1.625000000000e+03 1.718152489047e-04 2.640020284161e-05 3.520186874084e-05 2.020935198743e-06 1.915834945976e-05 2.818948087224e-05 2.354486423428e-05 3.729956006282e-05
1.626000000000e+03 9.804709407035e-05 3.049508268305e-05 3.641063449322e-05 1.877305521703e-06 1.295410038438e-05 5.168733878236e-06 3.401060439501e-06 7.740180990368e-06
1.627000000000e+03 7.498188642785e-05 3.190858114976e-05 3.144461879856e-05 1.931036194947e-06 4.561460173136e-06 1.043560132530e-06 4.344231570030e-07 3.658196646938e-06
1.628000000000e+03 1.055807224475e-04 3.207931877114e-05 3.143318826915e-05 1.904388000185e-06 6.970974936849e-06 8.897343832359e-06 6.452869911300e-06 1.784264168236e-05
1.629000000000e+03 1.449914561817e-04 3.828997432720e-05 3.428905620240e-05 1.952071897904e-06 2.211560786236e-05 1.685524875938e-05 1.196063385578e-05 1.952885577339e-05
1.630000000000e+03 1.733958342811e-04 4.014748628833e-05 3.530541289365e-05 1.954807430593e-06 1.397845153406e-05 2.535224848543e-05 1.408745629305e-05 4.256995816831e-05
1.631000000000e+03 1.643173309276e-04 3.073009429500e-05 3.218098936486e-05 2.058117388515e-06 3.715570346685e-05 2.054433207377e-05 1.794453055481e-05 2.370355468884e-05
1.632000000000e+03 1.345758792013e-04 3.298994852230e-05 3.343798016431e-05 1.928564415721e-06 9.969071470550e-06 1.773349322320e-05 1.311791038461e-05 2.539890010667e-05
1.633000000000e+03 1.001206546789e-04 3.504247069941e-05 3.363535870449e-05 2.023072511292e-06 1.187085763377e-05 6.035346814315e-06 2.633752956172e-06 8.879795132088e-06
1.634000000000e+03 7.999725494301e-05 3.536297663231e-05 3.172515062033e-05 1.914904032674e-06 2.113512891810e-06 1.785994072634e-06 8.192303653232e-07 6.275491614360e-06
1.635000000000e+03 7.490432471968e-05 3.214363096049e-05 3.246740379836e-05 1.904190639834e-06 2.535122575864e-06 9.295037557422e-07 1.522424497580e-07 4.772228294314e-06
1.636000000000e+03 8.574502135161e-05 3.227769411751e-05 3.631442086771e-05 1.925278866111e-06 6.683978426736e-06 2.727213086473e-06 7.956505214679e-07 5.020799562772e-06
1.637000000000e+03 9.708385914564e-05 2.927230889327e-05 3.318605740787e-05 2.025772346315e-06 4.334558070695e-06 8.443883416476e-06 5.703609531338e-06 1.411766970705e-05
1.638000000000e+03 1.088877615985e-04 3.278248550487e-05 3.258857032051e-05 1.967277739823e-06 1.855305163190e-05 7.276405995071e-06 7.229781658680e-06 8.490173968312e-06
1.639000000000e+03 1.126465867856e-04 4.306970367907e-05 3.147629831801e-05 1.917552935993e-06 4.071206603840e-06 8.775093192526e-06 3.973436378146e-06 1.936330227181e-05
1.640000000000e+03 1.019373885356e-04 3.676507185446e-05 3.734841811820e-05 1.895014406728e-06 1.019310002448e-05 5.411962320068e-06 3.396645297471e-06 6.927186404937e-06
1.641000000000e+03 9.179490734823e-05 3.477840436972e-05 3.339356408105e-05 1.853426169873e-06 3.260753828727e-06 4.996115876565e-06 2.898865886891e-06 1.061377497535e-05
1.642000000000e+03 8.675186836626e-05 3.243996980018e-05 3.590968117351e-05 2.029382812907e-06 9.534493983665e-06 2.129146878360e-06 9.824019571170e-07 3.726793693204e-06
1.643000000000e+03 7.869280671002e-05 3.143988578813e-05 3.514280251693e-05 1.974261522264e-06 3.107316615569e-06 2.622706006150e-06 1.236468165189e-06 3.169369620082e-06
1.644000000000e+03 7.777187420288e-05 3.675846892293e-05 3.099991226918e-05 1.956379037438e-06 3.512667035466e-06 1.519179818388e-06 2.284131142005e-07 2.796859234877e-06
1.645000000000e+03 7.355014531640e-05 3.000652395713e-05 3.161273707519e-05 1.975929990294e-06 4.987110514776e-06 9.877360298560e-07 1.010374035104e-06 2.969731667690e-06
1.646000000000e+03 7.889917469583e-05 3.227050183341e-05 3.238280623918e-05 1.974350425371e-06 1.976610747079e-06 1.678914372860e-06 2.898245377025e-08 8.587016054662e-06
1.647000000000e+03 7.698222179897e-05 3.076267603319e-05 3.131264747935e-05 2.035748366325e-06 5.766984486399e-06 2.153356945200e-06 1.189795852952e-06 3.761016387216e-06
1.648000000000e+03 7.814841228537e-05 2.795361433527e-05 3.226990884286e-05 1.966476474990e-06 2.859753294615e-06 3.570635044525e-06 2.606317138998e-06 6.921708063601e-06
1.649000000000e+03 8.563699520892e-05 3.278528674855e-05 3.522936458467e-05 2.065419494102e-06 7.943885066197e-06 2.435518808852e-06 8.714588375369e-07 4.306070877647e-06
1.650000000000e+03 7.720385474386e-05 3.043903780053e-05 3.267048305133e-05 2.027679556704e-06 2.611427589727e-06 1.997465005843e-06 1.463983949179e-06 5.993778358970e-06
1.651000000000e+03 7.802910840837e-05 3.202930383850e-05 3.368880425114e-05 2.129876520485e-06 4.438745236257e-06 1.619369072614e-06 2.086744927965e-07 3.914340140909e-06
1.652000000000e+03 7.271577487700e-05 2.780967770377e-05 3.359859692864e-05 2.001082975767e-06 2.310238414793e-06 1.412845676896e-06 5.704421823793e-07 5.012886958866e-06
1.653000000000e+03 6.840196147095e-05 2.790603139147e-05 2.959526500490e-05 2.041908146566e-06 4.649954917113e-06 9.786522241484e-07 4.557275872230e-07 2.774421318463e-06
1.654000000000e+03 7.672697392991e-05 3.291177927167e-05 3.432624362176e-05 2.081861111947e-06 3.328553930260e-06 1.020688159770e-06 2.949458277612e-08 3.028351329704e-06
1.655000000000e+03 7.301308505703e-05 3.253825343563e-05 3.097370063188e-05 1.976235807888e-06 2.886687980208e-06 1.221271986651e-06 1.033251777471e-07 3.313619572509e-06
1.656000000000e+03 8.064095891314e-05 3.804393782048e-05 3.254887633375e-05 2.015018026214e-06 3.543499360603e-06 8.578112442592e-07 2.665108240762e-07 3.365304337422e-06
1.657000000000e+03 8.674822311150e-05 4.036740574520e-05 3.484012268018e-05 1.957394260899e-06 2.086705080728e-06 1.054458152794e-06 6.006421671145e-08 6.382072569977e-06
1.658000000000e+03 7.648477185285e-05 3.011297303601e-05 3.329933679197e-05 2.127961352016e-06 4.390326466819e-06 2.085107780658e-06 8.349149425158e-07 3.634146651166e-06
1.659000000000e+03 8.635551057523e-05 3.469284638413e-05 3.370054400875e-05 1.991586486838e-06 3.501449782561e-06 3.506246230245e-06 2.605687996038e-06 6.357139227475e-06
1.660000000000e+03 8.504391735187e-05 3.523991472321e-05 3.308294981252e-05 2.041291963906e-06 8.574590538046e-06 1.686993186922e-06 1.229671624969e-06 3.188499931639e-06
1.661000000000e+03 8.093173528323e-05 3.534954885254e-05 3.350505357957e-05 2.079136265820e-06 2.670782805581e-06 2.293766556249e-06 5.323502705323e-07 4.501098374021e-06
1.662000000000e+03 7.913052104414e-05 3.426325565670e-05 3.467994611128e-05 2.020050487772e-06 3.992995971203e-06 1.093713194678e-06 1.701280751831e-07 2.910424200309e-06
1.663000000000e+03 7.379706221400e-05 3.119777829852e-05 3.130468030577e-05 2.036066916844e-06 2.297600076417e-06 1.401109443577e-06 2.592618955077e-07 5.300561952026e-06
1.664000000000e+03 7.299238495762e-05 3.061467577936e-05 3.089415258728e-05 1.983360107261e-06 4.897346116195e-06 1.047553496392e-06 6.665252954008e-07 2.888768221965e-06
1.665000000000e+03 7.267718319781e-05 2.849508564395e-05 3.407782787690e-05 2.106154852299e-06 3.282075340394e-06 1.486640712756e-06 4.347218691692e-07 2.794673036988e-06
1.666000000000e+03 7.272250513779e-05 3.223120438633e-05 3.038423164980e-05 2.145779944840e-06 3.557390755304e-06 1.470455913477e-06 3.829833019608e-07 2.550457566031e-06
1.667000000000e+03 7.304392056540e-05 2.937683711934e-05 3.303684934508e-05 2.092700697176e-06 3.954208750656e-06 8.937151960708e-07 4.947179945702e-07 3.194884357072e-06
1.668000000000e+03 7.689362973906e-05 3.431828736211e-05 3.109383760602e-05 2.125131913999e-06 2.086499080178e-06 8.975546847978e-07 1.361721331250e-07 6.236150511540e-06
1.669000000000e+03 7.853663555579e-05 3.194085002178e-05 3.577878669603e-05 2.125702167177e-06 3.738584837265e-06 1.155014615506e-06 5.097540451970e-07 3.287950448794e-06
1.670000000000e+03 7.275105599547e-05 2.629011214594e-05 3.141636261716e-05 2.098897084579e-06 2.685551635295e-06 3.290439281045e-06 1.566858713886e-06 5.402832357504e-06
1.671000000000e+03 8.709885150893e-05 3.153070792905e-05 3.471354648354e-05 1.966509671547e-06 1.141766733781e-05 2.165554178646e-06 1.142624796557e-06 4.162238838035e-06
1.672000000000e+03 8.211340900743e-05 3.120854671579e-05 3.073814514210e-05 2.036222440438e-06 3.003190158779e-06 5.321907337930e-06 3.009586180269e-06 6.795823082939e-06
1.673000000000e+03 8.195372356568e-05 3.265458508395e-05 3.400450805202e-05 1.965034925888e-06 5.811750725115e-06 2.025436742770e-06 1.985684320971e-06 3.506729854053e-06
1.674000000000e+03 7.936834299471e-05 3.619433482527e-05 2.766780016827e-05 1.965692717931e-06 1.748156819303e-06 1.770095877873e-06 1.019984097184e-07 9.920262527885e-06
1.675000000000e+03 7.358763832599e-05 2.619859697006e-05 3.307302540634e-05 1.936663693414e-06 5.811815753987e-06 1.921277089423e-06 1.211542553392e-06 3.434720611040e-06
1.676000000000e+03 7.338150317082e-05 2.770984428935e-05 2.985510218423e-05 1.998426114369e-06 2.834209908542e-06 3.447238896115e-06 2.562658437455e-06 4.974025614501e-06
1.677000000000e+03 7.795833516866e-05 3.091411417699e-05 3.344916694914e-05 2.084778316203e-06 7.290499979717e-06 1.140684162237e-06 2.190611922970e-07 2.860028644136e-06
1.678000000000e+03 7.397543231491e-05 2.925854096247e-05 3.419223867240e-05 1.987861196540e-06 2.617849986564e-06 1.563650471326e-06 2.794129443373e-07 4.075875949638e-06
1.679000000000e+03 7.953519525472e-05 3.273964102846e-05 3.641281000455e-05 1.947856844708e-06 3.932920208172e-06 1.110669245463e-06 1.434143541701e-07 3.247890845159e-06
1.680000000000e+03 7.639196701348e-05 3.314802961540e-05 3.061637471546e-05 1.993917067011e-06 2.110848981829e-06 1.822184231060e-06 4.082460520749e-07 6.292364105320e-06
1.681000000000e+03 7.637710223207e-05 3.098947127000e-05 3.171277785441e-05 1.920158638313e-06 6.061589829187e-06 1.432584781469e-06 1.509844878456e-06 2.750667590590e-06
1.682000000000e+03 7.029309199424e-05 2.606251473480e-05 3.389528501430e-05 1.994994136112e-06 2.277497287650e-06 1.638120352254e-06 3.789106415297e-07 4.045767127536e-06
1.683000000000e+03 7.409053796437e-05 3.253255999880e-05 3.211844523321e-05 1.951958438440e-06 3.541724936440e-06 1.065805122380e-06 1.079018261407e-07 2.772146899588e-06
1.684000000000e+03 7.858929166105e-05 3.662214658107e-05 3.256286436226e-05 1.901484779410e-06 2.711908109632e-06 9.070691362467e-07 5.890779775086e-08 3.824904069916e-06
1.685000000000e+03 7.178753730841e-05 2.734646113822e-05 3.426428884268e-05 2.052517174889e-06 3.203849473721e-06 1.110719949793e-06 3.943017929942e-07 3.415400215090e-06
1.686000000000e+03 7.322066812776e-05 2.834797123796e-05 3.331938205520e-05 2.087855818900e-06 2.462622433086e-06 1.734920147101e-06 7.781591762068e-07 4.489756975090e-06
1.687000000000e+03 7.199907122413e-05 2.615205630718e-05 3.435773396632e-05 1.980623892450e-06 5.124247309141e-06 1.292668230235e-06 2.762907058695e-07 2.815451807692e-06
1.688000000000e+03 8.563155279262e-05 3.947449658881e-05 3.479081715341e-05 1.975917484742e-06 2.389672999925e-06 1.896738808682e-06 4.314583179621e-07 4.672455361288e-06
1.689000000000e+03 6.903740722919e-05 2.653164847288e-05 3.161747736158e-05 1.996336322918e-06 4.140603778069e-06 1.175558736577e-06 6.323324441837e-07 2.943443178083e-06
1.690000000000e+03 7.081433432177e-05 2.630558992678e-05 3.428330455790e-05 2.065430862785e-06 2.354137677685e-06 1.080403194464e-06 2.088536490419e-07 4.516618446360e-06
1.691000000000e+03 6.843367737019e-05 2.713994217629e-05 3.171337812091e-05 2.119670170941e-06 2.266685214636e-06 8.548955747756e-07 6.615693592948e-08 4.272943442629e-06
1.692000000000e+03 7.355695561273e-05 2.932497955044e-05 3.070039747399e-05 2.030607447523e-06 5.861535100848e-06 1.363426463286e-06 9.589224418960e-07 3.317087475807e-06
1.693000000000e+03 8.512449858245e-05 3.493413532851e-05 3.172378274030e-05 2.123793365172e-06 2.991796691276e-06 4.008365067421e-06 2.600198286018e-06 6.742433015461e-06
1.694000000000e+03 8.044060086831e-05 2.576024417067e-05 3.329058017698e-05 2.142193579857e-06 9.508851690043e-06 2.919286771430e-06 1.617331577108e-06 5.202110514801e-06
1.695000000000e+03 8.568833436584e-05 3.058394941036e-05 3.166832175339e-05 1.999080041060e-06 3.180069143127e-06 5.837941898790e-06 3.125612238364e-06 9.293359653384e-06
1.696000000000e+03 9.484266774962e-05 3.467519127298e-05 3.231298614992e-05 2.029145207416e-06 1.213290124724e-05 4.334998720879e-06 3.350413180669e-06 6.007033789501e-06
