epoch total_loss interior_loss down_yy_loss up_yy_loss down_loss up_loss left_loss right_loss
4506 2.17595464e-03 8.12766142e-04 5.31409751e-04 4.04642669e-05 2.82513181e-04 1.49796819e-04 7.22312543e-05 2.86773226e-04
4507 2.01139366e-03 7.17861229e-04 4.60031966e-04 4.33004461e-05 2.62050133e-04 1.61076678e-04 7.34903224e-05 2.93582823e-04
4508 2.23035133e-03 8.07249569e-04 5.70530945e-04 3.84418090e-05 3.06005735e-04 1.49860483e-04 7.08808802e-05 2.87382049e-04
4509 2.15496891e-03 7.33178749e-04 6.05738140e-04 3.90451351e-05 2.54199578e-04 1.34999922e-04 7.70205006e-05 3.10786854e-04
4510 2.55489955e-03 1.18043832e-03 5.38282155e-04 3.75417876e-05 2.77266809e-04 1.36688337e-04 7.09471860e-05 3.13734898e-04
4511 1.96851278e-03 7.27535516e-04 4.06005449e-04 3.96212818e-05 2.78219406e-04 1.34225062e-04 6.45459368e-05 3.18360282e-04
4512 2.04221299e-03 6.50496106e-04 5.45416027e-04 3.95692077e-05 2.93813413e-04 1.31450186e-04 6.96009010e-05 3.11867188e-04
4513 2.09231302e-03 7.58061418e-04 5.05510485e-04 3.93658265e-05 2.70938326e-04 1.44128426e-04 7.57285670e-05 2.98580067e-04
4514 2.21654982e-03 8.37493921e-04 5.39593806e-04 3.76945609e-05 2.94785277e-04 1.38395830e-04 7.33335619e-05 2.95252830e-04
4515 2.10980861e-03 7.63348886e-04 5.03201853e-04 3.99384080e-05 2.92687211e-04 1.47942046e-04 7.24909623e-05 2.90199270e-04
4516 2.19219364e-03 8.76989623e-04 4.87112091e-04 3.56263372e-05 2.78208783e-04 1.47620318e-04 7.65990917e-05 2.90037395e-04
4517 2.06437963e-03 7.22118653e-04 4.95046901e-04 3.90487112e-05 2.89966905e-04 1.47637023e-04 7.62050186e-05 2.94356461e-04
4518 2.29867105e-03 9.71438887e-04 4.58033697e-04 4.25003091e-05 2.87052157e-04 1.58741372e-04 7.57040762e-05 3.05200520e-04
4519 2.03319592e-03 7.53070577e-04 4.20113764e-04 3.99235869e-05 2.98252766e-04 1.38394666e-04 7.05721759e-05 3.12868418e-04
4520 2.11664662e-03 6.80477184e-04 5.45863761e-04 4.09719069e-05 3.07838811e-04 1.48763109e-04 7.12344845e-05 3.21497442e-04
4521 1.94396009e-03 5.92202239e-04 4.64628218e-04 3.97698532e-05 3.12596414e-04 1.51243512e-04 7.44182107e-05 3.09101655e-04
4522 2.09547603e-03 7.11891509e-04 5.26288524e-04 4.03583508e-05 2.92831130e-04 1.53793735e-04 7.41064505e-05 2.96206301e-04
4523 2.02885875e-03 7.26517639e-04 4.04092832e-04 3.83747247e-05 3.01091932e-04 1.54704496e-04 7.08594307e-05 3.33217700e-04
4524 2.23862729e-03 8.15147068e-04 5.69068361e-04 4.18341988e-05 3.08327319e-04 1.41085839e-04 7.09566084e-05 2.92207958e-04
4525 2.13183858e-03 8.00777634e-04 4.62647033e-04 3.89667657e-05 3.06584756e-04 1.40716991e-04 7.39874595e-05 3.08158080e-04
4526 1.88225007e-03 6.44498388e-04 3.88095679e-04 4.04056045e-05 2.89953459e-04 1.61337826e-04 6.73651448e-05 2.90593918e-04
4527 2.17332621e-03 8.76200676e-04 4.63301927e-04 4.20269971e-05 2.73200625e-04 1.46955630e-04 7.76129600e-05 2.94027530e-04
4528 1.97680830e-03 6.57552853e-04 4.62091703e-04 4.40440672e-05 2.88178737e-04 1.69796665e-04 6.90978632e-05 2.86046445e-04
4529 2.05167802e-03 7.64627592e-04 4.60525771e-04 4.05485553e-05 2.76559440e-04 1.46824474e-04 7.53515706e-05 2.87240546e-04
4530 1.96904177e-03 6.66902459e-04 4.73737629e-04 4.12335139e-05 2.75770843e-04 1.57000075e-04 6.90275119e-05 2.85369810e-04
4531 1.95346074e-03 6.28360896e-04 4.99250717e-04 3.89191700e-05 2.79783446e-04 1.48901643e-04 6.65256230e-05 2.91719451e-04
4532 2.26329453e-03 6.96975505e-04 7.12327019e-04 4.08324231e-05 2.97080056e-04 1.43338984e-04 6.83455291e-05 3.04395158e-04
4533 2.06351653e-03 7.19099073e-04 5.19898429e-04 3.91640133e-05 2.89375399e-04 1.32138928e-04 7.09603191e-05 2.92880344e-04
4534 2.27753026e-03 6.95791037e-04 7.38528965e-04 3.73163530e-05 2.92411132e-04 1.32337154e-04 6.61330050e-05 3.15012760e-04
4535 2.08072620e-03 7.28438026e-04 5.51075034e-04 4.10898720e-05 2.47482647e-04 1.46644306e-04 7.18098891e-05 2.94186466e-04
4536 2.04160763e-03 7.00633333e-04 5.06915327e-04 3.48554568e-05 2.76070466e-04 1.64574449e-04 7.14375856e-05 2.87121075e-04
4537 2.05088221e-03 7.91618426e-04 4.27986524e-04 3.44671535e-05 2.69288139e-04 1.58525392e-04 7.15329952e-05 2.97463295e-04
4538 1.97142060e-03 7.08058244e-04 4.56951209e-04 3.62665742e-05 2.69554323e-04 1.38343283e-04 7.02277248e-05 2.92019278e-04
4539 2.05549807e-03 6.85861160e-04 5.13731211e-04 3.87371947e-05 3.15611018e-04 1.39308482e-04 7.10819222e-05 2.91167060e-04
4540 2.17796350e-03 8.16065236e-04 5.02684619e-04 3.50545670e-05 3.09464056e-04 1.38761083e-04 7.25438949e-05 3.03390174e-04
4541 1.88058009e-03 6.24883047e-04 4.52152075e-04 4.06993786e-05 2.75939121e-04 1.44440433e-04 6.47961133e-05 2.77670013e-04
4542 1.90834783e-03 6.12180273e-04 4.74583474e-04 4.26128354e-05 2.90373049e-04 1.36195507e-04 6.43966559e-05 2.88006151e-04
4543 2.09367438e-03 7.17610877e-04 5.58015250e-04 3.56284327e-05 3.04053130e-04 1.34847854e-04 7.19379896e-05 2.71580735e-04
4544 2.12636124e-03 7.27957638e-04 5.85435890e-04 3.36819721e-05 2.62684800e-04 1.50362350e-04 7.25182326e-05 2.93720514e-04
4545 2.16809614e-03 8.66401708e-04 4.81568248e-04 3.66307650e-05 2.65840412e-04 1.51373562e-04 6.85921041e-05 2.97689287e-04
4546 1.96460099e-03 6.11312629e-04 5.69793687e-04 3.83829974e-05 2.59648106e-04 1.22769095e-04 8.07281685e-05 2.81966350e-04
4547 1.97372213e-03 6.58894307e-04 4.92184248e-04 3.78575132e-05 2.55450141e-04 1.51619795e-04 7.10952736e-05 3.06620728e-04
4548 1.90246315e-03 5.73050696e-04 4.97000990e-04 3.88618755e-05 2.56132131e-04 1.51136453e-04 7.22813493e-05 3.13999713e-04
4549 2.22371635e-03 8.80914857e-04 5.02196082e-04 3.79974845e-05 2.72099976e-04 1.45120648e-04 8.49583812e-05 3.00428947e-04
4550 2.14188430e-03 6.88655418e-04 6.26693014e-04 3.54571421e-05 2.76852836e-04 1.33709676e-04 7.92826395e-05 3.01233522e-04
4551 2.13129283e-03 6.80942088e-04 5.96110011e-04 3.98825214e-05 2.74510618e-04 1.55686284e-04 7.43789060e-05 3.09782423e-04
4552 2.09548394e-03 6.92032627e-04 5.80910128e-04 3.48561007e-05 2.89212068e-04 1.46110688e-04 6.67220738e-05 2.85640184e-04
4553 1.95557135e-03 6.37572666e-04 4.94105567e-04 3.61406164e-05 2.92742276e-04 1.40053729e-04 6.99535449e-05 2.85002898e-04
4554 1.85770879e-03 6.60426216e-04 4.00575984e-04 3.73733710e-05 2.69689626e-04 1.35985043e-04 6.60440637e-05 2.87614443e-04
4555 2.13429611e-03 7.50559440e-04 5.88824390e-04 3.88414410e-05 2.57937267e-04 1.49881758e-04 6.93678157e-05 2.78884079e-04
4556 2.27216072e-03 9.31422110e-04 5.60903689e-04 3.62776736e-05 2.71457218e-04 1.33819412e-04 6.85250343e-05 2.69755488e-04
4557 1.97141850e-03 6.49510999e-04 4.84858523e-04 3.49087750e-05 2.90785829e-04 1.40323740e-04 7.26522558e-05 2.98378523e-04
4558 2.02241866e-03 6.66731154e-04 5.22946997e-04 4.12343761e-05 2.85248418e-04 1.40990203e-04 7.41135009e-05 2.91153905e-04
4559 1.96250202e-03 5.49748191e-04 5.53843973e-04 4.08948072e-05 3.03475274e-04 1.44969774e-04 6.89098379e-05 3.00660031e-04
4560 2.08970206e-03 6.87261694e-04 5.78280829e-04 3.84824089e-05 2.81784247e-04 1.44440331e-04 6.85234991e-05 2.90929223e-04
4561 1.96754280e-03 6.73779694e-04 4.66921047e-04 3.57364297e-05 2.78440479e-04 1.40730030e-04 6.79744990e-05 3.03960755e-04
4562 1.87247549e-03 6.43240288e-04 4.12654423e-04 4.06944637e-05 2.83589616e-04 1.52239460e-04 6.63451719e-05 2.73712038e-04
4563 2.11341726e-03 7.62821583e-04 5.22316957e-04 3.81939280e-05 2.51571415e-04 1.52668057e-04 6.73314062e-05 3.18513834e-04
4564 2.21469393e-03 7.82840129e-04 5.94038633e-04 3.39258986e-05 2.90537457e-04 1.32627116e-04 6.61908853e-05 3.14533827e-04
4565 2.13037152e-03 7.28159212e-04 5.71536308e-04 3.72088798e-05 2.76459468e-04 1.45239508e-04 6.75271658e-05 3.04240966e-04
4566 2.14450201e-03 8.15676642e-04 5.22370508e-04 3.95817478e-05 2.74509890e-04 1.31454857e-04 7.30913744e-05 2.87816947e-04
4567 2.27651419e-03 9.97390831e-04 4.88400925e-04 3.93401824e-05 2.80853274e-04 1.30368004e-04 6.76787677e-05 2.72482226e-04
4568 2.12337053e-03 8.07592121e-04 5.18865185e-04 3.56523087e-05 2.69780081e-04 1.46270031e-04 7.18135416e-05 2.73397280e-04
4569 1.97441736e-03 7.25260994e-04 4.54526395e-04 3.54005788e-05 2.67505588e-04 1.38095958e-04 6.44508982e-05 2.89176969e-04
4570 2.20880518e-03 7.94115243e-04 5.63302543e-04 3.81421705e-05 2.98644241e-04 1.50994936e-04 6.53528550e-05 2.98253144e-04
4571 2.15151161e-03 8.30030884e-04 5.05029922e-04 3.74434348e-05 2.79733911e-04 1.34908609e-04 6.40391299e-05 3.00325657e-04
4572 2.10802816e-03 7.58101989e-04 4.75493376e-04 3.98716875e-05 3.11783922e-04 1.39273820e-04 7.44296485e-05 3.09073715e-04
4573 2.08082842e-03 7.01185956e-04 5.83271729e-04 3.90876339e-05 2.50944926e-04 1.38071846e-04 7.30821048e-05 2.95184262e-04
4574 2.09117215e-03 7.88664562e-04 4.75075154e-04 3.91469075e-05 2.74949445e-04 1.50861713e-04 7.60999028e-05 2.86374387e-04
4575 2.10069027e-03 7.10599590e-04 5.66927600e-04 3.49403090e-05 2.73506535e-04 1.36361690e-04 7.27234947e-05 3.05630994e-04
4576 2.06258940e-03 7.91759172e-04 4.33312001e-04 3.86187749e-05 2.88352021e-04 1.38673466e-04 6.37391859e-05 3.08134855e-04
4577 1.93878869e-03 6.66380918e-04 4.59406088e-04 3.48139947e-05 2.60617875e-04 1.36400573e-04 6.97485957e-05 3.11420503e-04
4578 2.17727339e-03 8.61373614e-04 4.91639948e-04 3.95983116e-05 2.90138851e-04 1.44417703e-04 6.57200944e-05 2.84384732e-04
4579 1.97224622e-03 6.05006353e-04 5.21700189e-04 4.03788181e-05 2.56708823e-04 1.45437400e-04 7.10755776e-05 3.31939023e-04
4580 2.50997674e-03 1.06703490e-03 5.58358443e-04 3.57385215e-05 2.93714053e-04 1.64377168e-04 7.69334802e-05 3.13820085e-04
4581 2.02169083e-03 7.80276489e-04 4.60361334e-04 3.45658555e-05 2.74387276e-04 1.34821268e-04 6.96167263e-05 2.67661904e-04
4582 2.05562869e-03 7.70112674e-04 4.62504657e-04 4.10438806e-05 2.62300920e-04 1.48317238e-04 6.80478406e-05 3.03301553e-04
4583 1.97177427e-03 6.77271048e-04 4.94070351e-04 3.32578129e-05 2.80982553e-04 1.31270615e-04 7.76392044e-05 2.77282699e-04
4584 2.07907846e-03 8.07125412e-04 4.82674281e-04 3.41985469e-05 2.61606998e-04 1.36043105e-04 6.36824479e-05 2.93747842e-04
4585 2.03613634e-03 7.45301601e-04 4.40003350e-04 4.05065693e-05 3.05021589e-04 1.49650601e-04 6.60712758e-05 2.89581396e-04
4586 2.19252310e-03 8.48323281e-04 5.53060905e-04 3.84128725e-05 2.82739406e-04 1.31850655e-04 6.26757319e-05 2.75460246e-04
4587 2.17370735e-03 7.86703429e-04 5.66639006e-04 3.69929112e-05 2.72087345e-04 1.35255090e-04 7.14035996e-05 3.04626010e-04
4588 1.99413137e-03 6.33045565e-04 6.00631465e-04 3.87011933e-05 2.41852438e-04 1.38461328e-04 6.48528076e-05 2.76586419e-04
4589 2.05899798e-03 7.11478409e-04 4.68280225e-04 3.90437272e-05 2.97741062e-04 1.61175412e-04 7.25353530e-05 3.08743853e-04
4590 1.95858395e-03 7.15913076e-04 3.88656568e-04 3.45449989e-05 3.13301513e-04 1.46476363e-04 6.49049325e-05 2.94786558e-04
4591 2.05262913e-03 7.40927062e-04 5.08907309e-04 3.61748680e-05 2.60611618e-04 1.46380306e-04 6.76313284e-05 2.91996432e-04
4592 2.02914234e-03 6.19112398e-04 6.01518841e-04 3.81353129e-05 2.78193329e-04 1.40424789e-04 6.57194178e-05 2.86038354e-04
4593 2.03385972e-03 6.91085414e-04 5.07078890e-04 3.33650205e-05 2.86443159e-04 1.40876306e-04 6.16958569e-05 3.13315250e-04
4594 2.00601527e-03 6.30867784e-04 5.55830135e-04 3.26117297e-05 2.71597382e-04 1.51447151e-04 7.05624407e-05 2.93098390e-04
4595 2.05080560e-03 7.84633798e-04 4.32811881e-04 3.30349139e-05 2.72397825e-04 1.51809640e-04 6.95715571e-05 3.06546048e-04
4596 1.81467412e-03 5.73611935e-04 4.26113082e-04 3.89084380e-05 2.59386288e-04 1.44908525e-04 6.69325163e-05 3.04813409e-04
4597 2.09751097e-03 8.59553402e-04 4.42064367e-04 3.60664817e-05 2.65363109e-04 1.40227203e-04 7.13735863e-05 2.82862631e-04
4598 1.97180593e-03 6.96100295e-04 4.92500956e-04 3.33015123e-05 2.50623707e-04 1.24593877e-04 7.41805925e-05 3.00504995e-04
4599 2.01386237e-03 6.70433452e-04 5.38286637e-04 3.77045035e-05 2.48299009e-04 1.44837817e-04 6.73981122e-05 3.06902948e-04
4600 2.06875731e-03 7.90935883e-04 4.69316321e-04 3.81702303e-05 2.74891674e-04 1.46009057e-04 6.72057940e-05 2.82228430e-04
4601 1.79303763e-03 5.66842558e-04 4.40345117e-04 3.60512749e-05 2.64767819e-04 1.33844936e-04 6.90394445e-05 2.82146648e-04
4602 2.02350621e-03 6.00644504e-04 5.82954322e-04 3.78268669e-05 2.76055536e-04 1.51411659e-04 7.34132846e-05 3.01200169e-04
4603 1.78748625e-03 6.36849203e-04 3.93406663e-04 3.67661523e-05 2.45729723e-04 1.30709377e-04 6.61957092e-05 2.77829473e-04
4604 1.93551264e-03 6.48599933e-04 4.95262735e-04 3.86376923e-05 2.84529990e-04 1.46869279e-04 6.92072645e-05 2.52405793e-04
4605 2.04298040e-03 7.67717662e-04 4.77282505e-04 3.30598996e-05 2.66647636e-04 1.38584684e-04 7.35760696e-05 2.86111957e-04
4606 2.00205902e-03 7.26369559e-04 4.73823340e-04 3.30263683e-05 2.81219196e-04 1.49718413e-04 6.65360785e-05 2.71366327e-04
4607 1.97150907e-03 6.68414170e-04 4.61007090e-04 3.12414813e-05 2.91775126e-04 1.46273407e-04 6.46027547e-05 3.08195187e-04
4608 1.85977551e-03 6.32730196e-04 4.52031149e-04 3.65841297e-05 2.48041266e-04 1.26815445e-04 6.10694842e-05 3.02503933e-04
4609 1.96953607e-03 6.85832521e-04 4.45752521e-04 3.87907494e-05 2.88136915e-04 1.44759411e-04 6.57880955e-05 3.00475862e-04
4610 2.02713138e-03 7.16749229e-04 5.59342792e-04 3.25864639e-05 2.52816739e-04 1.34009693e-04 6.60902442e-05 2.65536190e-04
4611 1.88330282e-03 6.47858193e-04 4.29506792e-04 3.60910817e-05 2.81440531e-04 1.37436873e-04 6.42104933e-05 2.86758819e-04
4612 1.91371329e-03 6.57088705e-04 4.59210103e-04 3.53984760e-05 2.71415367e-04 1.45503509e-04 6.38155252e-05 2.81281566e-04
4613 2.05748435e-03 8.05475865e-04 4.59747389e-04 3.85216263e-05 2.65533454e-04 1.30945526e-04 6.61168815e-05 2.91143602e-04
4614 1.99900498e-03 6.92534726e-04 4.86053788e-04 4.05071332e-05 2.63580267e-04 1.49955158e-04 7.08278749e-05 2.95546022e-04
4615 1.90131029e-03 6.51051814e-04 4.76153276e-04 3.95444113e-05 2.62772577e-04 1.35653332e-04 6.46334011e-05 2.71501485e-04
4616 2.14270269e-03 6.87788881e-04 6.23660395e-04 3.66515596e-05 2.94014957e-04 1.52126828e-04 6.97093055e-05 2.78750929e-04
4617 2.01740116e-03 8.12559563e-04 4.05858009e-04 3.44163600e-05 2.72874662e-04 1.28956832e-04 6.31594376e-05 2.99576350e-04
4618 1.78830815e-03 5.52210142e-04 4.44307720e-04 3.46008674e-05 2.66488380e-04 1.30799395e-04 7.39395837e-05 2.85962073e-04
4619 2.40704766e-03 1.12191378e-03 4.86748846e-04 3.75713862e-05 2.54000624e-04 1.43281562e-04 7.04394552e-05 2.93091842e-04
4620 1.85554859e-03 6.60079299e-04 4.03754326e-04 3.40392617e-05 2.52823083e-04 1.42166449e-04 6.81990859e-05 2.94487138e-04
4621 2.11134437e-03 7.47524900e-04 5.07044315e-04 3.94973395e-05 3.17526719e-04 1.45015714e-04 7.03930928e-05 2.84342124e-04
4622 1.99823733e-03 7.12425099e-04 4.49534622e-04 3.88033186e-05 2.71252065e-04 1.41876575e-04 6.52426243e-05 3.19103012e-04
4623 2.05522985e-03 7.20731856e-04 4.80330200e-04 3.47614005e-05 2.80317559e-04 1.55051937e-04 6.82901955e-05 3.15746816e-04
4624 1.93006441e-03 6.51535986e-04 5.12427243e-04 3.74040574e-05 2.32006481e-04 1.32908172e-04 6.90790839e-05 2.94703554e-04
4625 2.12955056e-03 6.96512754e-04 6.12759148e-04 3.67154826e-05 2.70446268e-04 1.41642246e-04 6.87506836e-05 3.02723900e-04
4626 2.01452710e-03 7.06732739e-04 4.94729087e-04 3.86205393e-05 2.66530580e-04 1.42154429e-04 6.45396140e-05 3.01220251e-04
4627 1.94129068e-03 5.81963744e-04 5.24667150e-04 3.47491587e-05 2.89051619e-04 1.40774733e-04 6.84170736e-05 3.01667256e-04
4628 1.92956778e-03 6.85762556e-04 4.53505898e-04 3.59933947e-05 2.67429452e-04 1.35630369e-04 6.82256505e-05 2.83020461e-04
4629 1.96561310e-03 6.68152876e-04 4.91750252e-04 3.37314923e-05 2.72810459e-04 1.46109494e-04 7.08115913e-05 2.82246852e-04
4630 2.09732982e-03 9.13768075e-04 4.23224206e-04 3.44391447e-05 2.71502329e-04 1.34929811e-04 6.35354445e-05 2.55930965e-04
4631 1.83061161e-03 6.33308548e-04 3.96903779e-04 3.41518316e-05 2.82484893e-04 1.32449131e-04 6.24098611e-05 2.88903597e-04
4632 1.99051457e-03 7.52173888e-04 4.40462143e-04 3.20140680e-05 2.83989211e-04 1.31089415e-04 6.40282306e-05 2.86757480e-04
4633 1.87048619e-03 5.96296799e-04 4.69557854e-04 3.41600244e-05 2.70058110e-04 1.31754525e-04 6.55146578e-05 3.03144159e-04
4634 1.95049576e-03 6.90567307e-04 4.78805800e-04 3.64941989e-05 2.68674921e-04 1.26043713e-04 6.98247022e-05 2.80085107e-04
4635 2.02170224e-03 7.59088784e-04 4.55198460e-04 3.90857931e-05 2.74413032e-04 1.37586074e-04 6.36467448e-05 2.92683515e-04
4636 1.98848615e-03 6.73300878e-04 5.24026284e-04 3.76079843e-05 2.73429760e-04 1.39546537e-04 6.47937704e-05 2.75780942e-04
4637 1.98854692e-03 6.40092650e-04 5.23574068e-04 3.58490361e-05 2.92856217e-04 1.29030828e-04 6.73496907e-05 2.99794454e-04
4638 1.91010651e-03 6.93643058e-04 4.20454104e-04 3.60313534e-05 2.65329902e-04 1.41359371e-04 6.61838858e-05 2.87104718e-04
4639 1.95257575e-03 6.98351709e-04 4.21278266e-04 3.61236271e-05 2.88733485e-04 1.36209084e-04 6.48216374e-05 3.07057839e-04
4640 2.12870585e-03 8.74709745e-04 4.47042548e-04 3.69067566e-05 2.68610747e-04 1.47806044e-04 6.73424656e-05 2.86287628e-04
4641 1.93110097e-03 7.16137059e-04 3.94324161e-04 3.67477005e-05 2.83170608e-04 1.42091842e-04 6.62120437e-05 2.92417593e-04
4642 2.13449611e-03 8.35117709e-04 5.09984151e-04 3.71073656e-05 2.54564773e-04 1.45155427e-04 7.01257886e-05 2.82440800e-04
4643 2.02757306e-03 8.46744399e-04 3.98822682e-04 3.42614112e-05 2.66141578e-04 1.40797012e-04 6.70424270e-05 2.73763639e-04
4644 2.01204466e-03 6.73872244e-04 5.60293614e-04 3.37806741e-05 2.53385020e-04 1.38502146e-04 6.53851966e-05 2.86825729e-04
4645 2.15787767e-03 8.29536701e-04 5.03805699e-04 3.42434578e-05 2.89489137e-04 1.30638509e-04 6.58906647e-05 3.04273592e-04
4646 2.03341572e-03 7.63094635e-04 4.83683078e-04 3.52447569e-05 2.68467265e-04 1.29100692e-04 7.14533671e-05 2.82371941e-04
4647 1.88589143e-03 6.73698669e-04 4.30435553e-04 3.54899785e-05 2.59462482e-04 1.35678623e-04 6.73290197e-05 2.83796981e-04
4648 1.99639029e-03 7.61023432e-04 4.46216291e-04 3.52886236e-05 2.62737827e-04 1.29387467e-04 6.62775492e-05 2.95459002e-04
4649 1.97518920e-03 7.12662586e-04 4.53738467e-04 3.48525282e-05 2.58871936e-04 1.32757938e-04 6.39452919e-05 3.18360486e-04
4650 1.89503527e-03 5.92132274e-04 5.48422744e-04 3.62340070e-05 2.35370462e-04 1.38027885e-04 6.45927867e-05 2.80255132e-04
4651 2.03214679e-03 8.59496940e-04 4.06200706e-04 3.72525465e-05 2.60419445e-04 1.41956960e-04 6.36496698e-05 2.63170485e-04
4652 2.00161827e-03 6.56882534e-04 5.34564373e-04 3.46738780e-05 2.61990848e-04 1.47282597e-04 6.89177323e-05 2.97306397e-04
4653 1.93497411e-03 6.09589450e-04 5.23932220e-04 3.45543667e-05 2.92188895e-04 1.29129447e-04 6.91811947e-05 2.76398496e-04
4654 2.01957673e-03 7.11122528e-04 5.35521132e-04 2.94810434e-05 2.67142197e-04 1.37062263e-04 6.60466903e-05 2.73200712e-04
4655 2.15920666e-03 7.75381981e-04 5.54045604e-04 3.52985917e-05 2.70220131e-04 1.45442944e-04 6.85109117e-05 3.10306437e-04
4656 1.81750394e-03 6.07623602e-04 4.04981809e-04 3.40899787e-05 2.62197020e-04 1.41730998e-04 6.30222421e-05 3.03858367e-04
4657 2.04360508e-03 8.63095222e-04 4.04683495e-04 3.69983718e-05 2.73261569e-04 1.39648953e-04 6.20717765e-05 2.63845810e-04
4658 1.84722361e-03 6.47524721e-04 4.17428091e-04 3.18270686e-05 2.85428745e-04 1.32406451e-04 5.94814665e-05 2.73127080e-04
4659 1.97703065e-03 7.10775203e-04 4.66315745e-04 3.48730064e-05 2.82658963e-04 1.34900867e-04 5.97928338e-05 2.87713978e-04
4660 2.00905604e-03 7.80809205e-04 4.70675936e-04 3.61608545e-05 2.49198638e-04 1.31902285e-04 6.63822357e-05 2.73926998e-04
4661 2.02733930e-03 7.36135466e-04 5.10261569e-04 3.70927555e-05 2.81212153e-04 1.22090423e-04 6.91458190e-05 2.71401193e-04
4662 1.95099390e-03 6.66023174e-04 5.04556694e-04 3.51112285e-05 2.62566406e-04 1.42388511e-04 6.77860371e-05 2.72561883e-04
4663 1.99298887e-03 7.81911484e-04 4.25231643e-04 3.11879376e-05 2.55023449e-04 1.37884010e-04 6.78403376e-05 2.93910067e-04
4664 2.05386686e-03 8.14838219e-04 4.75270877e-04 3.13530654e-05 2.62202142e-04 1.36455361e-04 6.81040328e-05 2.65643204e-04
4665 2.05359911e-03 7.21444027e-04 5.36720385e-04 3.55776501e-05 2.57920823e-04 1.45005164e-04 7.20923126e-05 2.84838810e-04
4666 1.94291770e-03 6.97363459e-04 4.27032006e-04 3.54258627e-05 2.68004602e-04 1.35426439e-04 7.27283623e-05 3.06936970e-04
4667 1.94614683e-03 6.53437688e-04 4.86944278e-04 3.09110328e-05 2.62334943e-04 1.35738228e-04 6.82383834e-05 3.08542396e-04
4668 1.85685861e-03 6.75880408e-04 4.08369931e-04 3.76765493e-05 2.69285578e-04 1.29403066e-04 6.06182257e-05 2.75624829e-04
4669 1.77226763e-03 6.00336411e-04 3.62177088e-04 3.24298599e-05 2.67860829e-04 1.43325015e-04 5.97231992e-05 3.06415226e-04
4670 1.77290547e-03 5.68624469e-04 4.23751742e-04 3.50620467e-05 2.59825174e-04 1.25090664e-04 6.46455883e-05 2.95905716e-04
4671 1.87912094e-03 6.84985658e-04 3.93987808e-04 3.19294122e-05 2.93969206e-04 1.34085101e-04 6.92562608e-05 2.70907360e-04
4672 1.96705316e-03 7.84419710e-04 4.30417800e-04 3.41819105e-05 2.42205642e-04 1.33080495e-04 7.07064391e-05 2.72041041e-04
4673 1.87992561e-03 6.46285305e-04 4.18379670e-04 3.19594074e-05 2.72298174e-04 1.45096375e-04 7.30381071e-05 2.92868674e-04
4674 1.91094505e-03 6.24037639e-04 5.16169996e-04 3.10933538e-05 2.43514194e-04 1.34605114e-04 6.31844086e-05 2.98340339e-04
4675 1.91684347e-03 6.29416842e-04 5.14039770e-04 3.16806145e-05 2.54565850e-04 1.37980489e-04 6.72396127e-05 2.81920307e-04
4676 1.87909475e-03 5.72413905e-04 5.14943269e-04 3.55164666e-05 2.57197476e-04 1.42872814e-04 6.76418131e-05 2.88509065e-04
4677 1.93461485e-03 6.92966045e-04 4.52684617e-04 3.69617519e-05 2.60113593e-04 1.35899812e-04 7.12673136e-05 2.84721755e-04
4678 1.97982462e-03 6.94853894e-04 4.89042490e-04 3.57071003e-05 2.64383823e-04 1.38264455e-04 6.58852296e-05 2.91687669e-04
4679 2.07050005e-03 7.42561591e-04 5.66093368e-04 3.52798597e-05 2.57098029e-04 1.20477962e-04 6.84383849e-05 2.80550972e-04
4680 1.87804038e-03 5.87797666e-04 4.99319576e-04 3.40235019e-05 2.53273582e-04 1.39342810e-04 6.90482120e-05 2.95234902e-04
4681 1.84495980e-03 6.42916595e-04 3.95839103e-04 3.36565536e-05 2.75738974e-04 1.42136312e-04 6.35068282e-05 2.91165197e-04
4682 1.91101758e-03 6.29645714e-04 4.63032484e-04 3.31500196e-05 2.68036383e-04 1.40708347e-04 6.42380182e-05 3.12206772e-04
4683 2.07336177e-03 8.99244274e-04 3.91468959e-04 3.59471669e-05 2.68679578e-04 1.47209823e-04 6.44398242e-05 2.66372168e-04
4684 2.03286461e-03 7.02642952e-04 5.48975251e-04 3.78205950e-05 2.58181826e-04 1.35752096e-04 6.33888048e-05 2.86103023e-04
4685 1.91093888e-03 7.51312880e-04 3.74858006e-04 3.43551874e-05 2.59155233e-04 1.33180059e-04 6.07620968e-05 2.97315477e-04
4686 1.86101091e-03 6.84092753e-04 4.32015862e-04 3.38595273e-05 2.37751854e-04 1.33522131e-04 6.64086547e-05 2.73360143e-04
4687 1.95516739e-03 7.06695777e-04 4.76752990e-04 3.24626526e-05 2.58655899e-04 1.35895054e-04 6.54951655e-05 2.79209780e-04
4688 2.19213217e-03 9.40640399e-04 4.46625549e-04 3.41439954e-05 2.62854534e-04 1.49130239e-04 6.53077441e-05 2.93429795e-04
4689 2.19104043e-03 8.42615147e-04 5.46257128e-04 3.14103017e-05 2.85009388e-04 1.49857951e-04 5.89212723e-05 2.76969222e-04
4690 1.89618522e-03 6.06666727e-04 4.96946275e-04 3.47933274e-05 2.85198941e-04 1.38156043e-04 6.14438395e-05 2.72980076e-04
4691 2.07062857e-03 7.38277740e-04 5.38631226e-04 3.26451445e-05 2.87893839e-04 1.33488618e-04 6.25640896e-05 2.77127867e-04
